id, artist, album, song, format_song
19f24fb07c17413b90e9079e8f502c77,Big Star,No1 Record - Radio City, September Gurls,September_Gurls
9a438684061d49b6abc063b9a67a3bdc,Big Star,No1 Record - Radio City, Morpha Too,Morpha_Too
19174d91d06146ab943db51b88d22bc6,Big Star,No1 Record - Radio City, I'm In Love With A Girl,I'm_In_Love_With_A_Girl
e11fec5bfffc422e963ec5b6bf58e4c0,bitcrush,One Five Zero,-03 what would hope be without disappointment,what_would_hope_be_without_disappointment
7583ae6a9c1c45ae9b4b651994b8b4f9,bitcrush,One Five Zero,-10 in distance (keef baker remix),in_distance_keef_baker_remix
56bca4dafae3471b921933a0c53f0dd6,Blind Pilot,3 Rounds and a Sound, Oviedo,Oviedo
b72a31bee6a244849971f38385463950,Blind Pilot,3 Rounds and a Sound, Paint or Pollen,Paint_or_Pollen
3c1daea151bf40ecb04d775dfb027429,Blind Pilot,3 Rounds and a Sound, Poor Boy,Poor_Boy
4479d71c6d1941118b97d3ebd7c4ef11,Blind Pilot,3 Rounds and a Sound, One Red Thread,One_Red_Thread
b3d2f94cfae54bd897bd86a77cdd5763,Blind Pilot,3 Rounds and a Sound, Go On, Say It,Go_On_Say_It
4d23e229b6b3483498527838c1896b74,Blind Pilot,3 Rounds and a Sound, I Buried a Bone,I_Buried_a_Bone
1354823bbab54f66901e94a7dee31bd6,Blind Pilot,3 Rounds and a Sound,-09 Things I Cannot Recall,Things_I_Cannot_Recall
5ded623171df47439b39651d4e454228,Blind Pilot,3 Rounds and a Sound, The Bitter End,The_Bitter_End
b314bcfd4c294d3d828408f9deb8505d,Blind Pilot,3 Rounds and a Sound, 3 Rounds and a Sound,_Rounds_and_a_Sound
84053b73750549bda027c3e2a7058b56,Blockhead,PLM 2010 Fall Tour Opening Act Compilation, Farewell Spaceman,Farewell_Spaceman
ab00469e44c94b50aa89b26e99a84d5f,Blue Scholars,Unknown Album,Ordinary Guys,Ordinary_Guys
b21d0cf75e8f44db9b1105bf7a24ca32,Boston,Boston_ Greatest Hits,Rock & Roll Band,Rock_&_Roll_Band
9aa974051c5947a3a695ed80bd1b2c20,Boston,Don't Look Back,Don't Look Back,Don't_Look_Back
1118e7ceb9f04f7ab3ee4c2335126c23,Bright Eyes,I'm Wide Awake It's Morning,At the Bottom of Everything,At_the_Bottom_of_Everything
c171bb908ab243cfb49f59413f8da12b,Bright Eyes,The People's Key, Firewall,Firewall
be2964d9d2f449228c1287ca77c41cb9,Bright Eyes,The People's Key, Jejune Stars,Jejune_Stars
a5fafbe9c7a745c3b517961ee1d4cdd7,Bright Eyes,The People's Key, Approximate Sunlight,Approximate_Sunlight
96cf06257bac4da1a64b9af18d5bea13,Bright Eyes,The People's Key, Haile Selassie,Haile_Selassie
bc13951ac0b541529eeda6addaf0c20e,Bright Eyes,The People's Key, A Machine Spiritual (In the People's Key),A_Machine_Spiritual_In_the_People's_Key
913b879987f34dc6b6211e8a85714833,Bright Eyes,The People's Key, Triple Spiral,Triple_Spiral
f68df42745324b56b43f0c538d5ba5da,Bright Eyes,The People's Key, Beginner's Mind,Beginner's_Mind
33332e7ecff8402984e9cd58280daef3,Bright Eyes,The People's Key, Ladder Song,Ladder_Song
41713991055941c2a03d133a68b5d038,Bright Eyes,The People's Key, One for You, One for Me,One_for_You_One_for_Me
e3d5b6ef2a224ff484a85be0c46e990c,Cage The Elephant,Cage The Elephant, James Brown,James_Brown
17c6e143cf764f0c9ed541b83c629a8d,Cage The Elephant,Cage The Elephant, Aint No Rest For The Wicked,Aint_No_Rest_For_The_Wicked
28d44b9a10194a12b13de8b0444c86f7,Cage The Elephant,Cage The Elephant, Tiny Little Robots,Tiny_Little_Robots
00d5b04f9c1a44819bbdd11e0d1e9bc6,Cage The Elephant,Cage The Elephant, Lotus,Lotus
6d9c2131aa0244acbe9ab47bdd84a7e0,Cage The Elephant,Cage The Elephant, Back Against The Wall,Back_Against_The_Wall
73fdbb8038fd4fccb4525a20f3f3a1ec,Cage The Elephant,Cage The Elephant, Judas,Judas
9fb00b087d314796ad2aa56a431fb079,Cage The Elephant,Cage The Elephant, Soil To The Sun,Soil_To_The_Sun
9f73fe4b445345619bcebb7d5346a14f,Cage The Elephant,Cage The Elephant, Free Love,Free_Love
cbae7a9a91fc43f1851848cd91669679,Clive Tanaka y su Orquesta,Unknown Album,Neu Chicago,Neu_Chicago
2a55a2b4a3cf43cea521283fb93e5035,Coconut Records,Nighttiming,Easy Girl,Easy_Girl
a5152f39241944b692133d49463851b0,Coconut Records,Nighttiming,Mama,Mama
064c7915956749e289ba114f8db9cdc8,Coconut Records,Nighttiming,Minding My Own Business,Minding_My_Own_Business
1d6a798387da4f33acd48bb296aa9522,Cold War Kids,Robbers & Cowards, We Used To Vacation,We_Used_To_Vacation
f5ee13753b444d4b81d2487c7083a3b9,Cold War Kids,Robbers & Cowards, Hang Me Up To Dry,Hang_Me_Up_To_Dry
e1899a9222eb4e2bbc56a9fd8762d6f4,Cold War Kids,Robbers & Cowards, Tell Me In The Morning,Tell_Me_In_The_Morning
62da884cfe154db5b4659c0d4f95b12c,Cold War Kids,Robbers & Cowards, Hair Down,Hair_Down
34f3c8dcf09241c682798f31d759d5a9,Cold War Kids,Robbers & Cowards, Passing The Hat,Passing_The_Hat
921f3c9b433d4266a0ac6ba336464e30,Cold War Kids,Robbers & Cowards, Saint John,Saint_John
6ee270baa2244beeabcace6c1f7c1cfa,Cold War Kids,Robbers & Cowards, Robbers,Robbers
2620b708f6384a338230e40502abea77,Cold War Kids,Robbers & Cowards, Hospital Beds,Hospital_Beds
e351d1bb42e24749a991f81d2d7301a6,Cold War Kids,Robbers & Cowards, Pregnant,Pregnant
d2727283a3f24e5dbf79d70308da3d35,Cold War Kids,Robbers & Cowards, Red Wine, Success!,Red_Wine_Success!
5f50e9a92e2d481e8fc33152c31a52c1,Cold War Kids,Robbers & Cowards, God, Make Up Your Mind,God_Make_Up_Your_Mind
07eb8405b4284396bf95c80641b5ce81,Cold War Kids,Robbers & Cowards, Rubidoux,Rubidoux
425549ba88544306b172af2a7f8f03c4,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Scott Mescudi Vs. The World,Scott_Mescudi_Vs_The_World
3fbfe893c6754f3fa3c4d59dd0e12cb0,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, REVOFEV,REVOFEV
3c14fe3777014e96bfb7a44ac9727709,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Don't Play This Song,Don't_Play_This_Song
a18012efe658418482c64e61f988b678,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, We Aite (Wake Your Mind Up),We_Aite_Wake_Your_Mind_U
5644e01c059a40b89eb70984cbed54af,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Marijuana,Marijuana
ecb5211557b24e1b9924ffd6ceca55a0,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Mojo So Dope,Mojo_So_Dope
643ff0fabdad483a8a71bb446703785b,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Erase Me,Erase_Me
3157d480081941198bbd68022b3da25b,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Wild'n Cuz I'm Young,Wild'n_Cuz_I'm_Young
ebcb591857234f67819964c6b70c4ee3,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, The Mood,The_Mood
6960b5aad30b41bea90072e286775a3a,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, MANIAC,MANIAC
849ca79632c244c5bc5c6991cefddeee,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Mr. Rager,Mr_Rager
8e84403ec8644ab4800a489519c3ddb8,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, These Worries,These_Worries
f335bd086a7e4067b4f12c5552551f0e,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, The End,The_End
6faf293bd1bf48b994f09907d32032c9,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, All Along,All_Along
50afc0b40def43e98983b4be373ebfa4,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, GHOST!,GHOST!
f5e245101a2546db80fbc5fc076f74b2,Compilations,Man On The Moon II_ The Legend Of Mr. Rager, Trapped In My Mind,Trapped_In_My_Mind
019172506aeb4218a57b69acbb126f7e,Compilations,Quiet is the New Loud,Winning A Battle, Losing A War,Winning_A_Battle_Losing_A_War
d69f436c0b6d4876a3eb2cbbc5935138,Compilations,Ratatat Remixes Mixtape Volume 2, Sto,Sto
93505829c6ad4c7e8c886e1c9ab9ae03,Compilations,Scharfy's Indie Mixtape May 2009, Pulling on a Line,Pulling_on_a_Line
f10ca2d557ec474db329696491044923,Compilations,Scharfy's Indie Mixtape May 2009,-21 Kiss me Again,Kiss_me_Again
1c14e7be7aa241b18cf9c5e8ce652283,Compilations,Scharfy's Indie Mixtape May 2009,-48 Last Time Around,Last_Time_Around
d885ae958e3540928f49b94cf40505ab,Compilations,Scharfy's Indie Mixtape May 2009,-59 Well, Whatever,Well_Whatever
f1a8753d183c48e99326df0aa04322ae,Compilations,Scharfy's Indie Mixtape May 2009,-69 Charlie Darwin,Charlie_Darwin
96375b0b251642c99184c8e9cc355d72,Compilations,Scharfy's Indie Mixtape May 2009,-71 Lalita,Lalita
98255560105d4dc69de9715a050f666f,Compilations,Scharfy's Indie Mixtape May 2009,-80 Osaka Loop Line,Osaka_Loop_Line
8f1c4dd832a54900b7cbf510ece0abf3,Compilations,Scharfy's Indie Mixtape May 2009,-88 gotta cheer u,gotta_cheer_u
e1c6e4241eff4fddaf80d1730c8405c7,Compilations,Scharfy's Indie Mixtape May 2009,-89 I Want You To Know,I_Want_You_To_Know
a5372c44ef1246c6ae36fe8665c110ad,Compilations,Scharfy's Indie Mixtape May 2009, Spritle,Spritle
818f8a2636a249da9113bf6dd8345ee0,Compilations,The Shepherd's Dog,Flightless Bird, American Mouth,Flightless_Bird_American_Mouth
cfeb74beed7a4bc18a7bab48fa495960,CunningLynguists,Unknown Album,Dance For Me,Dance_For_Me
0615a249787b494584fc6b1ee527d670,Cyne,Evolution Fight,-02 SoapBox,SoapBox
2e10f53dbc754d93a9d4b07e9cd4144c,damiak,One Five Zero,-05 field lights,field_lights
1da65c6ab6864d78ae69ee24b2d32164,David Guetta Feat. Kid Cudi,Unknown Album,Memories,Memories
3434a5e0afe54d468ab806e980c0a78b,Deerhunter,Halcyon Digest,-01 Earthquake,Earthquake
c28499a6bdf244109f7ae6e977a2e742,Deerhunter,Halcyon Digest,-02 Don't Cry,Don't_Cry
7f6a59eedd2d4045ac626e8b8591f2db,Deerhunter,Halcyon Digest,-04 Sailing,Sailing
d72bf9b1d70d4cf0852e7fbdffd792e7,Deerhunter,Halcyon Digest,-05 Memory Boy,Memory_Boy
f4747cf8dbab4faf9fb9b7f77188073a,Deerhunter,Halcyon Digest,-06 Desire Lines,Desire_Lines
266405aa6639495f92503d083b33068a,Deerhunter,Halcyon Digest,-11 He Would Have Laughed,He_Would_Have_Laughed
4fdba1fc15cf4b349bcb21410e4c7551,Dire Straits,Private Investigations_ The Best of Dire Straits & Mark Knopfler,Sultans Of Swing,Sultans_Of_Swing
40c3b22c10aa43989ccbd2f67120374a,Dub Pistols,Unknown Album,speed of light,speed_of_light
6ceafeb5905443cea356d92bafeafe0b,El Ten Eleven,Every Direction Is North,-04 Estrella,Estrella
2ffff83815464489ab1d4d6793779b3a,El Ten Eleven,Every Direction Is North,-05 Music for Staring At Ceilings,Music_for_Staring_At_Ceilings
2064457b9cf44f3da0ecc4800ee064fa,El Ten Eleven,Every Direction Is North,-06 Kee,Kee
5bda7930f087459883ca5ba74daf5c5f,El Ten Eleven,Every Direction Is North,-07 Dax Pierson,Dax_Pierson
3e9f6dce36e649fba11e7e3268d5a5d9,El Ten Eleven,Every Direction Is North,-08 Living On Credit Blues,Living_On_Credit_Blues
d69e15cf829b4947a245473e9d0c8b1e,El Ten Eleven,Every Direction Is North,-10 Bye Annie, Bye Joe, Bye Michael, Bye Jake,Bye_Annie_Bye_Joe_Bye_Michael_Bye_Jake
f4fd4d3689c74a3cadfd53e923a376a6,Eliot Lipp,PLM 2010 Fall Tour Opening Act Compilation,-07 Sand Castle,Sand_Castle
4e39721c66db493696b6a388ae51c404,Elliott Smith,Either_Or, Speed Trials,Speed_Trials
e555b743d8a343529e534c760c6d9f2b,Elliott Smith,Either_Or, Alameda,Alameda
504c340fb0ae4e25a23d79c541dcd369,Elliott Smith,Either_Or, Ballad Of Big Nothing,Ballad_Of_Big_Nothing
5ff464aac1604f0e9ab5b57b33658f94,Elliott Smith,Either_Or, Between The Bars,Between_The_Bars
3b3b5015b64e4158815bd972b90a2a24,Elliott Smith,Either_Or, Pictures Of Me,Pictures_Of_Me
d13f0851afdd4f849552faf4d64f74ae,Elliott Smith,Either_Or, No Name No. 5,No_Name_No_5
2aaa345d136c43b1b3b47a76a9af4146,Elliott Smith,Either_Or, Rose Parade,Rose_Parade
6a9ba65fd639427995c10c6892444925,Elliott Smith,Either_Or, Punch And Judy,Punch_And_Judy
3d38b146315a45c19a8bc7fda1993e60,Elliott Smith,Either_Or, Cupid's Trick,Cupid's_Trick
96485aaee0984dd78390cae90f153464,Elliott Smith,Either_Or, 2_45 a,2_45_a
4932c53fda4641268e7b8a39fc625aa0,Elliott Smith,Either_Or, Say Yes,Say_Yes
802f67f99f67483ea8020a386901e9af,Elliott Smith,Elliott Smith,-01 Needle In The Hay,Needle_In_The_Hay
0c7a33aaf22e4c30b53593f43d8428df,Elliott Smith,Elliott Smith,-02 Christian Brothers,Christian_Brothers
566631d5a6da457093537bcd097b016e,Elliott Smith,Roman Candle, Roman Candle,Roman_Candle
acbb37114f7e45bebb048070cc9f7a6f,Elliott Smith,Roman Candle, Condor Ave,Condor_Ave
697949f0823547c198ca79b5432ad031,Elliott Smith,Roman Candle, No Name #1,No_Name_#1
7153510bf2c84bca83a0a6511c177e6e,Elliott Smith,Roman Candle, No Name #2,No_Name_#2
d931b98f09514217a811e8091e588a05,Elliott Smith,Roman Candle, No Name #,No_Name_#
9e826d5a17c343b1a0cf703f91b5663f,Elliott Smith,Roman Candle, Drive All over Town,Drive_All_over_Town
30f19b08d76b4044af6cb7aa3a4f268c,Elliott Smith,Roman Candle, No Name #4,No_Name_#4
80de5b8ad457452ba1893d5d5f5ff1bb,Elliott Smith,Roman Candle, Last Call,Last_Call
c76ff33bc7464779941237f0e4c12f49,Elliott Smith,Roman Candle, Kiwi Maddog 20-20,Kiwi_Maddog_2020
2f30d476b14a4a71b625ec01391fa8ab,Elliott Smith,XO, Sweet Adeline,Sweet_Adeline
7e0f1bd4f6ef411a94429b4698caa9d5,Embryon,Unknown Album,Fallout,Fallout
fbb93ef999d84281b943b0982efe29c1,Eric Prydz,Call On Me - EP,Call On Me,Call_On_Me
4a286e8d4cfb4ba78c64734b2bd52786,Evenings,Unknown Album,Goodbye Forever,Goodbye_Forever
0e41448aec994571b1318e0db102f88a,Fleet Foxes,Fleet Foxes, Sun It Rises,Sun_It_Rises
13f6beb96cfa46678ea8916438ece367,Fleet Foxes,Fleet Foxes, White Winter Hymnal,White_Winter_Hymnal
162ea0377ac34764826cf8de4682f4b1,Fleet Foxes,Fleet Foxes, Ragged Wood,Ragged_Wood
3eaeeee83f9448b194ab8abb7478317a,Fleet Foxes,Fleet Foxes, Quiet Houses,Quiet_Houses
73be78773a86475f82e8970778c5ef7a,Fleet Foxes,Fleet Foxes, Heard Them Stirring,Heard_Them_Stirring
513df4fa24e94e73ab67f987e39afe36,Fleet Foxes,Fleet Foxes, Your Protector,Your_Protector
ddd783d09136467bb7a030d5ab5b16ba,Fleet Foxes,Fleet Foxes, Meadowlarks,Meadowlarks
794fe35b26974ea0a8e01b85db0ee431,Fleet Foxes,Fleet Foxes,-06 He Doesn't Know Why,He_Doesn't_Know_Why
dc2018efcc3f4afe82754988a0881c8e,Fleet Foxes,Fleet Foxes, Blue Ridge Mountains,Blue_Ridge_Mountains
4ed0cedb3e024288b319d6026a14e964,Fleet Foxes,Fleet Foxes, Oliver James,Oliver_James
3d440443132e42d89e748c41368b468c,Fleet Foxes,Helplessness Blues,-01 Montezuma,Montezuma
6c558e2a99c04b37b9813cb06e0e16a6,Fleet Foxes,Helplessness Blues,-04 Battery Kinzie,Battery_Kinzie
a1bde3bff289400e8ee4f56591700368,Fleet Foxes,Helplessness Blues,-07 The Cascades,The_Cascades
e7e1e40ebe974201bdd05cb50265a50f,Fleet Foxes,Helplessness Blues,-08 Lorelai,Lorelai
38f9a1c98ede4d81bef3b06ad6bd88fa,Fleet Foxes,Helplessness Blues,-09 Someone You'd Admire,Someone_You'd_Admire
5308fe4fcf6848b38b50b24f3d66b994,Fleet Foxes,Helplessness Blues,-12 Grown Ocean,Grown_Ocean
e7846921364b4005bf620c32f74a5149,Freelance Whales,Weathervanes, Generator ^ First Floor,Generator_^_First_Floor
184cabd3d9484a6791f652f6749420bb,Freelance Whales,Weathervanes, Hannah,Hannah
fab1ed6c8489433f8230d3c515fb4df8,Freelance Whales,Weathervanes, Location,Location
894021a01e50495289bdf3c3d04ffd87,Freelance Whales,Weathervanes, Starring,Starring
3fa8b6c0b61f4fe9a33ea64dfc2c12db,Freelance Whales,Weathervanes, Broken Horse,Broken_Horse
8417d5f039744b4b8d0ee4eebb25552e,Freelance Whales,Weathervanes, Ghosting,Ghosting
f4c64ca725394c5ba27177d28d87524d,Freelance Whales,Weathervanes,-06 Kilojoules,Kilojoules
b1752d02a4d44390a0a3f8c0ef49c61d,Freelance Whales,Weathervanes,-08 Danse Flat,Danse_Flat
b3c929e3f095426cbf3b674b4b92de04,Freelance Whales,Weathervanes,-13 The Great Estates,The_Great_Estates
e99320bf96404a8c9237db260b1736db,Freelance Whales,Weathervanes, We Could Be Friends,We_Could_Be_Friends
e84560b5155346d78b8527bb77d559a1,Freelance Whales,Weathervanes, Vessels,Vessels
5fccee725e034d4f8d92ac66db52f2f2,Freelance Whales,Weathervanes, Generator ^ Second Floor,Generator_^_Second_Floor
8d8aa12302bc45e3a577fe8ba68f3ede,funckarma,One Five Zero,-04 skaind,skaind
718991de0d5140f396f175795962e636,Gramatick,PLM 2010 Fall Tour Opening Act Compilation,-02 Day Of The So Called Glory,Day_Of_The_So_Called_Glory
413b8ab6bcb940f58b4c20bef6a22a80,Hawthorne Heights,The Silence in Black And White, Ohio Is For Lovers,Ohio_Is_For_Lovers
78311dff3d234180a5c125f57e6e98cc,Heatmiser,Cop And Speeder, Disappearing Ink,Disappearing_Ink
13923f5551d043a3a5d4bbe7007fe71f,Heatmiser,Cop And Speeder, Bastard John,Bastard_John
b07dae986a824da2b9ee6fe8fe75d04d,Heatmiser,Cop And Speeder, Flame!,Flame!
0f0ab67557cf4deeb03bd8939c3d03b2,Heatmiser,Cop And Speeder, Temper,Temper
751dd65a3a544e60b8cfcec13bb1782d,Heatmiser,Cop And Speeder, Why Did I Decide to Stay_,Why_Did_I_Decide_to_Stay_
cb577051f1d64e7ab842150dc8a82caa,Heatmiser,Cop And Speeder, Collect to NYC,Collect_to_NYC
24075d90eb35471eb070417af88556e0,Heatmiser,Cop And Speeder, Hitting on the Waiter,Hitting_on_the_Waiter
5882d7c09cc14d6baca563967600734a,Heatmiser,Cop And Speeder, Busted Li,Busted_Li
a196d66a80924444871186889d766df7,Heatmiser,Cop And Speeder, Antonio Carlos Jobi,Antonio_Carlos_Jobi
8dc4e51155774c90a83fe10dd36f1345,Heatmiser,Cop And Speeder, It's Not a Pro,It's_Not_a_Pro
d53d9abbc5fd4c7587795f504e6ff9f8,Heatmiser,Cop And Speeder, Something to Lose,Something_to_Lose
86d1a6396a8941cd91a45dd32620ea1c,Heatmiser,Cop And Speeder, Sleeping Pill,Sleeping_Pill
040d54e5206041bf98c596d877684831,Heatmiser,Cop And Speeder, Trap Door,Trap_Door
